"Id";"Descricao";"Tema_id";"Ativo"
"413";"Empresa organizadora de evento cultural";"2";"1"
"414";"Acessibilidade em espaço cultural";"2";"1"
"415";"Conservação do patrimônio cultural";"2";"1"
"416";"Apoio a programas e projetos culturais";"2";"1"
"417";"Manutenção em órgãos e unidades";"2";"0"
"418";"Pagamento a fornecedor do Governo de Brasília";"13";"1"
"419";"Recursos para incentivo à produção cultural";"2";"1"
"420";"Manifestações culturais";"2";"1"
"421";"Programação de eventos culturais";"2";"1"
"422";"Funcionamento da lanchonete";"2";"0"
"423";"Reforma em centro cultural";"2";"1"
"424";"Superfaturamento em eventos culturais";"2";"1"
"425";"Horário de funcionamento de biblioteca ";"2";"1"
"426";"Aquisição de ingressos para eventos artísticos, culturais e desportivos";"2";"1"
"427";"Colegiado setorial de cultura";"2";"1"
"428";"Ampliar horário de funcionamento de Biblioteca ";"2";"1"
"429";"Concessão de desconto na aquisição de ingressos para eventos artísticos, culturais e desportivos";"2";"1"
"430";"Cumprimento de carga horária de trabalho de servidor público do DF";"13";"0"
"431";"Atuação do Colegiado Setorial de Cultura ";"2";"0"
"432";"Desacato a servidor público";"13";"1"
"433";"Falta de manutenção em equipamentos e,ou órgãos e unidades da secretaria de cultura";"2";"1"
"434";"Falta,atraso no pagamento a fornecedor";"2";"0"
"435";"Recurso à decisão judicial";"8";"0"
"436";"Solicitação de assistência jurídica";"8";"1"
"437";"Atendimento inadequado prestado por servidor";"8";"0"
"438";"Veículo estacionado em local irregular";"12";"1"
"439";"Fiscalização de trânsito em vias e ruas";"12";"1"
"440";"Veículo abandonado";"12";"0"
"441";"Autuação,notificação de trânsito";"12";"1"
"442";"Regularização de veículo";"12";"1"
"443";"Site do Detran";"12";"0"
"444";"Legislação de trânsito";"12";"1"
"445";"Pagamento de multas de trânsito";"12";"1"
"446";"Fiscalização em congestionamentos de veículos";"12";"1"
"447";"Transferência de veículo";"12";"1"
"448";"Emissão do Licenciamento CRLV";"12";"0"
"449";"Autoescola";"12";"1"
"450";"Cobrança de taxa do Detran";"12";"1"
"451";"Conduta de servidor do Detran,DF";"12";"1"
"452";"Andamento de processo de multas trânsito";"12";"1"
"453";"Prazo de entrega de documentos relativos a veículos,trânsito";"12";"0"
"454";"Fiscalização de som automotivo";"12";"1"
"455";"Recebimento de notificação de autuação de trânsito";"12";"0"
"456";"Direção perigosa em via pública";"12";"1"
"457";"Processo da CNH";"12";"1"
"458";"Emissão da CNH";"12";"1"
"459";"Renovação da CNH";"12";"1"
"460";"Dados cadastrais na CNH";"12";"0"
"461";"Transferência da CNH";"12";"1"
"462";"Exames para CNH";"12";"1"
"463";"Pontuação de CNH";"12";"1"
"464";"Fiscalização de veículos ";"12";"0"
"465";"Julgamentos de trânsito";"12";"0"
"466";"Vistorias de veículos";"12";"1"
"467";"Campanhas educativas no trânsito";"12";"1"
"468";"Fiscalização em transporte escolar";"12";"1"
"469";"Clínicas credenciadas ao Detran";"12";"1"
"470";"Fiscalização de clínicas credenciadas ao Detran";"12";"1"
"471";"Atendimento da Central 154";"12";"1"
"472";"Emplacamento de veículos";"12";"1"
"473";"Veículos apreendidos";"12";"1"
"474";"Registros de acidentes de trânsito - RAT";"12";"0"
"475";"Fluidez do trânsito nas vias públicas";"12";"0"
"476";"Tapa buraco - Estradas e rodovias";"12";"0"
"477";"Obra pública em vias públicas";"12";"1"
"478";"Fiscalização de trânsito em estradas,rodovias";"12";"1"
"479";"Sinalização de trânsito/vias públicas";"14";"1"
"480";"Manutenção em estradas,rodovias";"14";"1"
"481";"Semáforos";"14";"1"
"482";"Faixa de pedestre";"14";"1"
"483";"Faixa de domínio";"12";"0"
"484";"Quebra-molas";"12";"1"
"485";"Duplicação de estradas,rodovias";"14";"1"
"486";"Radares de trânsito";"12";"1"
"487";"Passarelas,passagens subterrâneas";"12";"0"
"488";"Acessibilidade em via pública";"12";"0"
"489";"Manutenção e conservação de viadutos";"12";"0"
"490";"Organização do trânsito";"12";"0"
"491";"Site do DER";"12";"0"
"492";"Viaturas de trânsito";"12";"1"
"493";"Monitoramento por câmeras de trânsito";"12";"0"
"494";"Faixa de trânsito reversa";"12";"1"
"495";"Horários de ônibus";"12";"0"
"496";"Itinerário do ônibus";"12";"0"
"497";"Superlotação em ônibus";"14";"1"
"498";"Linhas de ônibus";"12";"0"
"499";"Construção de parada de ônibus";"12";"0"
"500";"Localização de parada de ônibus";"12";"0"
"501";"Limpeza dos terminais rodoviários";"12";"0"
"502";"Acessibilidade nos terminais rodoviários";"12";"0"
"503";"Manutenção dos elevadores nos terminais rodoviários";"12";"0"
"504";"Segurança nos terminais rodoviários";"12";"0"
"505";"Placa de parada de ônibus";"12";"0"
"506";"Construção de terminais rodoviários";"12";"0"
"507";"Limpeza das paradas de ônibus";"12";"0"
"508";"Reforma em parada de ônibus";"12";"0"
"509";"Manutenção em terminais rodoviários";"12";"0"
"510";"Bloqueio de cartão do SBA";"12";"0"
"511";"Liberação do vale transporte ";"12";"0"
"512";"Sistemas do Dftrans fora do ar";"12";"0"
"513";"Confecção do cartão SBA";"12";"0"
"514";"Cartão Cidadão - Bilhete Único";"12";"1"
"515";"Cadastro cartão SBA";"12";"0"
"516";"Atendimento nos postos do Sistema de Bilhetagem Automática - SBA";"12";"0"
"517";"Bloqueio de cartão estudantil ";"12";"0"
"518";"Cartão Vale-Transporte";"12";"1"
"519";"Bloqueio de cartão especial";"12";"0"
"520";"Filas nos postos do Sistema de Bilhetagem Automática - SBA";"12";"0"
"521";"Confecção da carteira estudantil";"12";"0"
"522";"Integração tarifária";"12";"1"
"523";"Venda do cartão SBA";"12";"0"
"524";"Confecção de cartão do idoso";"12";"0"
"525";"Cartão Estudante / Passe Livre Estudantil";"12";"1"
"526";"Horário de funcionamento dos postos do SBA";"12";"0"
"527";"Valor da passagem de ônibus";"12";"0"
"528";"Cobrança da passagem ônibus";"12";"0"
"529";"Atendimento no SAC do Dftrans";"12";"0"
"530";"Site do Dftrans";"12";"1"
"531";"Acessibilidade em ônibus";"12";"1"
"532";"Assento preferencial em ônibus";"12";"1"
"533";"Integração do metrô com ônibus ";"12";"0"
"534";"Serviço de transporte público do DF";"12";"1"
"535";"Conduta do motorista de ônibus";"12";"1"
"536";"Conduta do cobrador de ônibus";"12";"1"
"537";"Estado de conservação,manutenção de ônibus";"12";"1"
"538";"Quantidade de ônibus";"14";"1"
"539";"Limpeza de ônibus";"12";"1"
"540";"Administração de concessionária de transporte";"12";"0"
"541";"Teleatendimento";"12";"0"
"542";"Horário no terminal de ônibus";"12";"0"
"543";"Fiscalização de ônibus";"14";"1"
"544";"Linha executiva - aeroporto";"12";"0"
"545";"Funcionamento do ar condicionado do ônibus";"12";"0"
"546";"Site da TCB";"12";"0"
"547";"Ordem de chegada dos ônibus no box na rodoviária do Plano Piloto";"12";"0"
"548";"Volume de som dentro do ônibus";"12";"0"
"549";"Conduta do fiscal da TCB";"12";"1"
"550";"Treinamento profissional para os motoristas e cobradores de ônibus";"12";"1"
"551";"Tabela de horário de linha de ônibus";"12";"0"
"552";"Fiscalização de taxi";"12";"1"
"553";"Fiscalização de transporte clandestino (pirata)";"12";"1"
"554";"Transporte de bagagens em táxi";"12";"1"
"555";"Conduta do motorista de táxi";"12";"1"
"556";"Conservação do táxi";"12";"1"
"557";"Serviço de táxi ";"12";"1"
"558";"Ponto de táxi";"12";"1"
"559";"Utilização do taxímetro";"12";"1"
"560";"Construção de ciclovia ou ciclofaixa em rodovia";"12";"1"
"561";"Criação de bicicletários";"12";"1"
"562";"Manutenção de ciclovia ou ciclofaixa em rodovia";"14";"1"
"563";"Construção de estacionamento público";"12";"1"
"564";"Privatização de estacionamento público";"12";"0"
"565";"Acessibilidade no táxi";"12";"1"
"566";"Tarifa de taxi";"12";"1"
"567";"Tarifa do metrô";"12";"1"
"568";"Serviço de Transporte Individual Privado por Aplicativos - STIP";"12";"1"
"569";"Sinalização de ciclovia ou ciclofaixa em rodovia";"14";"1"
"570";"Procedimento da Direção de Escola Pública";"4";"1"
"571";"Unidade Educacional Pública";"4";"1"
"572";"Unidade Educacional Particular";"4";"1"
"573";"Professor(a)";"4";"1"
"574";"Telematrícula";"4";"1"
"575";"Coordenação Regional de Ensino";"4";"1"
"576";"Histórico Escolar";"4";"1"
"577";"Remanejamento Escolar";"4";"1"
"578";"Certificado Escolar";"4";"1"
"579";"Transporte Escolar";"4";"1"
"580";"Credenciamento de Instituição de Ensino";"4";"1"
"581";"Qualidade de Ensino";"4";"1"
"582";"Merenda escolar";"4";"1"
"583";"Uniforme Escolar";"4";"1"
"584";"Livro Didático";"4";"1"
"585";"Vagas nas Escolas";"4";"1"
"586";"Inspeção Escolar";"4";"1"
"587";"Lista de Material Escolar";"4";"0"
"588";"Monitores nas Escolas";"4";"1"
"589";"Boletim Escolar";"4";"1"
"590";"Verbas nas Escolas";"4";"1"
"591";"Centro Interescolar de Línguas - CIL";"4";"1"
"592";"Construção de Escolas Públicas";"4";"1"
"593";"Associação de Pais e Mestres - APM";"4";"1"
"594";"Conteúdo Pedagógico";"4";"1"
"595";"Professor de Contrato Temporário";"4";"1"
"596";"Documentação Escolar";"4";"1"
"597";"Educação Inclusiva";"4";"1"
"598";"Segurança nas Escolas";"4";"1"
"599";"Greve";"13";"1"
"600";"Cursos técnicos";"4";"1"
"601";"Educação Integral";"4";"1"
"602";"Evento Cultural na Escola";"4";"1"
"603";"Diário Escolar Eletrônico";"13";"1"
"604";"Processo Seletivo e Estágio";"4";"1"
"605";"Escolas Extintas";"4";"1"
"606";"Discriminação Étnico Racial nas escolas";"4";"1"
"607";"Carteira Estudantil";"4";"1"
"608";"Unidade Escolar Conveniada";"4";"1"
"609";"Ameaça de morte em ambiente escolar";"4";"1"
"610";"Abuso Sexual em ambiente escolar";"4";"1"
"611";"Escola de Aperfeiçoamento dos Profissionais da Educação - EAPE";"4";"1"
"612";"Contracheque de Servidor Público";"13";"0"
"613";"Assédio Moral,Sexual em ambiente escolar";"4";"0"
"614";"Atendimento na Rede de Ouvidorias do DF";"13";"1"
"615";"Acessibilidade nas escolas";"4";"1"
"616";"Injúrias no ambiente escolar";"4";"1"
"617";"Exame Nacional do Ensino Médio - ENEM";"4";"1"
"618";"Uso de drogas na escola";"4";"1"
"619";"Batalhão Escolar";"4";"1"
"620";"Furto";"4";"0"
"621";"Lanchonete , Cantina Escolar";"4";"1"
"622";"Exame Nacional Certificação Competências Jovens e Adultos - ENCCEJA";"4";"1"
"623";"PAS";"4";"1"
"624";"PDAF,PDDE";"4";"1"
"625";"Atendimento em unidade escolar";"4";"0"
"626";"Salas de Leitura em unidades escolar";"4";"0"
"627";"Assessoramento agroindustrial";"1";"1"
"628";"Política de adoção de extensão rural";"1";"1"
"629";"Distribuição de sementes, mudas, plantas e insumos";"1";"1"
"630";"Degradação de recursos naturais";"1";"1"
"631";"Assistência técnica agrícola";"1";"1"
"632";"Visitas técnicas EMATER";"1";"1"
"633";"Implementação de tecnologias para atividades agrícolas e pecuárias";"1";"1"
"634";"Educação sanitária vegetal e animal";"1";"1"
"635";"Feiras agrícolas";"1";"1"
"636";"Cartão do produtor rural";"1";"1"
"637";"Declaração de aptidão ao PRONAF";"1";"1"
"638";"Declaração de produção agrícola";"1";"1"
"639";"Assessoramento ambiental e regularização fundiária";"1";"1"
"640";"Plano de utilização";"1";"1"
"641";"Programa reflorestar";"1";"1"
"642";"Declaração de conformidade da atividade agropecuária – DCAA";"1";"1"
"643";"Cadastro ambiental rural do distrito federal - CAR";"1";"1"
"644";"Programa de aquisição da produção da agricultura – PAPA,DF";"1";"1"
"645";"Programa de aquisição de alimentos – PAA,DF";"1";"1"
"646";"Linhas de crédito rural";"1";"1"
"647";"Declaração de atividade produtiva";"1";"0"
"648";"Atendimento ao cidadão em órgão, entidade pública do DF";"13";"1"
"649";"Manutenção em quadra de esporte";"5";"0"
"650";"Atividades oferecidas para desporto escolar";"5";"0"
"651";"Atendimento prestado pelo servidor público";"11";"0"
"652";"Erro em site governamental";"5";"0"
"653";"Apoio a programas e projetos ";"5";"0"
"654";"Procedimento de Educador Físico da Secretaria do Esporte";"5";"0"
"655";"Fiscalização em clubes";"5";"1"
"656";"Dificuldade de acesso ao edital de pesquisa da FAP";"4";"1"
"657";"Implantação da bolsa de pesquisa";"4";"1"
"658";"Repasse de verba de pesquisa,projeto,convênio,evento";"4";"1"
"659";"Site da FAPDF";"4";"0"
"660";"Edital de pesquisa,projeto,convênio,evento";"4";"1"
"661";"Recurso contra resultado de final,parcial de edital FAP";"4";"1"
"662";"Apoio financeiro à pesquisa científica, tecnológica ou de inovação";"4";"1"
"663";"Recurso contra análise de prestação de contas FAP";"4";"1"
"664";"Irregularidade em convênio,contrato,cooperação da FAP";"4";"1"
"665";"Verba para pesquisa, projeto, convênio , evento";"4";"1"
"666";"Bolsa universitária";"4";"1"
"667";"Critérios de avaliação do concurso,vestibular da FEPECS";"4";"1"
"668";"Escolas ,cursos credenciados na FEPECS";"4";"1"
"669";"Atendimento de professores da FEPECS";"10";"1"
"670";"Campanhas de doação de sangue";"10";"1"
"671";"Lanche para doadores de sangue";"10";"1"
"672";"Critérios para doação de sangue";"10";"1"
"673";"Atestado de doação de sangue";"10";"1"
"674";"Funcionamento das agências transfusionais";"10";"1"
"675";"Isenção da taxa de concurso p,doadores de sangue";"10";"1"
"676";"Cadastro para doação de medula";"10";"1"
"677";"Atendimento a pessoas com coagulopatias hereditárias";"10";"1"
"678";"Atendimento para doação de sangue";"10";"1"
"679";"Critérios para doação de sangue";"10";"0"
"680";"Estacionamento para doadores de sangue";"10";"1"
"681";"Lanche para doadores de sangue";"10";"0"
"682";"Qualidade dos lanches ofertados";"10";"0"
"683";"Resultado de exames médicos realizados no HEMOCENTRO";"10";"1"
"684";"Transporte disponível para doação de sangue";"10";"1"
"685";"Atendimento realizado nas agências transfusionais";"10";"1"
"686";"Incentivo para o doador de sangue";"10";"1"
"687";"Unidades para coleta de sangue";"10";"1"
"688";"Resultados de exames para doação disponíveis por meio eletrônico";"10";"1"
"689";"Funcionamento de unidade penal";"8";"0"
"690";"Emprego para trabalhador preso";"8";"1"
"691";"Atividades de readaptação de presos";"8";"0"
"692";"Assistência aos presidiários";"8";"0"
"693";"Horário de visitação ao presidiário,detento,interno";"8";"1"
"694";"Ressocialização";"8";"1"
"695";"Assistência à família do presidiário";"8";"1"
"696";"Assistência à família da vítima";"8";"1"
"697";"Regularização de unidade habitacional";"7";"1"
"698";"Falta de moradia,habitação popular";"7";"1"
"699";"Regularização de escritura habitacional (CODHAB)";"7";"1"
"700";"Solicitação de escrituras";"7";"0"
"701";"Entrega de escrituras habitacional (CODHAB)";"7";"1"
"702";"Critérios,normas do programa habitacional";"7";"0"
"703";"Expedição de alvará";"7";"0"
"704";"Etapas posteriores à habilitação de programa habitacional";"7";"1"
"705";"Classificação no programa habitacional";"7";"0"
"706";"Período para novo cadastramento habitacional";"7";"1"
"707";"Programas habitacionais";"7";"0"
"708";"Regularização de becos,lotes";"7";"0"
"709";"Regularização de imóvel ";"7";"0"
"710";"Venda ilegal de box comercial";"7";"1"
"711";"Descumprimento de acordo contratual";"7";"0"
"712";"Venda,aluguel indevido de unidades habitacionais";"7";"0"
"713";"Construção das unidades habitacionais";"7";"1"
"714";"Liberação de outorga para programas,projetos habitacionais";"7";"1"
"715";"Regularização das áreas rurais do DF";"7";"1"
"716";"Cobrança de serviço,taxa de órgão,entidade pública";"13";"1"
"717";"Obra de programa habitacional inacabada";"7";"1"
"718";"Emissão ou envio de boleto de impostos oriundos de programas habitacionais (CODHAB)";"7";"1"
"719";"Alvará irregular em estabelecimento comercial";"7";"0"
"720";"Manutenção e conservação da edificação oriunda de programa habitacional";"7";"1"
"721";"Agendamento para programa habitacional";"7";"1"
"722";"Preservação,Conservação dos espaços do Jardim Botânico";"7";"1"
"723";"Degradação dos espaços do Jardim Botânico";"7";"1"
"724";"Manutenção predial em Órgão,Entidade Pública";"13";"1"
"725";"Recuperação de vias e ruas no Jardim Botânico";"7";"1"
"726";"Valor cobrado de serviço,taxa no Jardim Botânico";"7";"1"
"727";"Palestra sobre educação ambiental";"7";"1"
"728";"Preservação de parques";"7";"0"
"729";"Conservação da área de visitação";"7";"0"
"730";"Agendamento para visita guiada no Jardim Botânico";"7";"1"
"731";"Estágio de Pesquisa Científica no Jardim Botânico";"7";"1"
"732";"Sinalização de trilhas no Jardim Botânico";"7";"1"
"733";"Locação de áreas no Jardim Botânico";"7";"1"
"734";"Piquenique no Jardim Botânico";"7";"1"
"735";"Visita aos espaços do Jardim Botânico";"7";"1"
"736";"Atendimento inadequado em órgão público";"8";"0"
"737";"Atendimento prestado pelo servidor público";"13";"0"
"738";"Falha em procedimento do órgão,entidade pública";"13";"1"
"739";"Atendimento nas agências do NA HORA";"8";"1"
"740";"Descaso no atendimento a cidadão";"8";"0"
"741";"Instalações inadequadas ao funcionamento do órgão";"8";"0"
"742";"Dificuldade para fazer a carteira de trabalho";"8";"0"
"743";"Senha para atendimento no órgão público";"13";"1"
"744";"Visita em unidade penal";"8";"1"
"745";"Atendimento em unidade penal";"8";"1"
"746";"Maus tratos a custodiados";"8";"1"
"747";"Solicitação de assistência ao dependente de droga";"8";"1"
"748";"Assédio moral ";"8";"0"
"749";"Assédio sexual";"8";"0"
"750";"Assistência aos presidiários";"8";"1"
"751";"Atendimento de saúde a presos,detentos,internos";"8";"0"
"752";"Atividades de readaptação de presos";"8";"1"
"753";"Documentos para formalização do processo";"8";"0"
"754";"Inspeção em unidade penal";"8";"1"
"755";"Funcionamento de unidade penal";"8";"0"
"756";"Concessão de licença ambiental";"7";"1"
"757";"Legislação ambiental";"7";"1"
"758";"Funcionamento de órgão público";"13";"1"
"759";"Área de proteção ambiental";"7";"1"
"760";"Preservação de parques";"7";"1"
"761";"Tratamento de efluentes e resíduos";"7";"0"
"762";"Sugestão de obras de saneamento";"7";"1"
"763";"Criação de parque ecológico";"7";"1"
"764";"Passe-estudantil do metrô";"12";"0"
"765";"Sistema do metrô";"12";"1"
"766";"Atuação da segurança do metrô";"12";"1"
"767";"Reembolso de tarifa/crédito";"12";"1"
"768";"Fiscalização no vagão exclusivo do metrô";"12";"1"
"769";"Cartão do metrô";"12";"1"
"770";"Horário funcionamento do metrô";"12";"1"
"771";"Bilheterias do metrô";"12";"1"
"772";"Fiscalização no sistema do metrô";"12";"1"
"773";"Cartão passe-livre do metrô";"12";"0"
"774";"Companhia metrô";"12";"1"
"775";"Estações do metrô";"12";"1"
"776";"Equipamentos no trem do metrô";"12";"1"
"777";"Sistema de sonorização dos trens";"12";"1"
"778";"Viagens negativas no metrô";"12";"1"
"779";"Objetos perdidos no metrô";"12";"1"
"780";"Campanha educativa no metrô";"12";"1"
"781";"Transporte de bicicletas nos trens do metrô";"12";"1"
"782";"Legislação inerente ao metrô";"12";"1"
"783";"Obras no metrô";"12";"1"
"784";"Sistema automático";"12";"1"
"785";"Assento preferencial no metrô";"12";"1"
"786";"Conduta do piloto no trem do metrô";"12";"1"
"787";"Quantidades de trens do metrô";"12";"1"
"788";"Itinerário do metrô";"12";"1"
"789";"Quantidade de passageiros nos trens do metrô";"12";"1"
"790";"VLT - Veículo leve sobre trilho";"12";"1"
"791";"Pontualidade dos trens do metrô";"12";"1"
"792";"Estratégia de despachos de trens do metrô";"12";"1"
"793";"Auto-atendimento nas estações do metrô";"12";"1"
"794";"Autorização para poda de árvore em área particular";"7";"1"
"795";"CALÇADA";"7";"0"
"796";"Certidão da NOVACAP para fins e habite-se junto às administrações regionais";"7";"1"
"797";"Construção de calçadas";"7";"1"
"798";"Construção de estacionamento público";"7";"0"
"799";"Controle de cupinzeiros e formigueiros";"7";"1"
"800";"Corte total da árvore - erradicação";"7";"1"
"801";"Doação de mudas de árvore, arbustos, erva, flores e grama";"7";"1"
"802";"Galeria de águas pluviais";"14";"1"
"803";"Implantação e conservação de gramados, bosques, parques e jardins";"14";"1"
"804";"Nivelamento do asfalto";"7";"1"
"805";"Parquinhos infantis";"14";"1"
"806";"Pavimentação urbana - asfalto";"7";"1"
"807";"Plantação em área pública";"7";"1"
"808";"Poda de árvore em  área pública";"7";"0"
"809";"Pontes e viadutos";"7";"1"
"810";"Ponto de encontro comunitário – PEC";"14";"1"
"811";"Praças e jardins";"14";"1"
"812";"Projetos e obras de infraestrutura urbana";"7";"1"
"813";"Quadras de esporte";"14";"1"
"814";"Coleta de galhos e troncos de árvores (área pública urbana)";"7";"1"
"815";"Manutenção de calçadas (irregulares ou danificadas)";"14";"1"
"816";"Roçagem de mato,capim";"14";"1"
"817";"Tapa buraco - vias públicas";"14";"1"
"818";"Venda de mudas sobressalentes de árvores, arbustos, ervas e flores";"7";"1"
"819";"Condução da audiência judicial com a autoridades";"8";"1"
"820";"Cooperação técnica judicial";"8";"1"
"821";"Acesso a documentos ou a processos em órgãos públicos";"13";"0"
"822";"Parecer jurídico";"8";"1"
"823";"Descumprimento de determinação judicial ";"8";"0"
"824";"Ata de audiência pública";"8";"1"
"825";"Decisão judicial envolvendo o Governo do Distrito Federal";"8";"1"
"826";"Requerimentos e recursos judiciais";"8";"1"
"827";"Tráfico de drogas e entorpecentes";"8";"1"
"828";"Grilagem em área pública";"8";"1"
"829";"Solicitação de policiamento";"8";"1"
"830";"Crime ambiental";"8";"1"
"831";"Violência contra o idoso";"8";"0"
"832";"Uso de droga e entorpecentes";"8";"0"
"833";"Fiscalização de bares, lanchonetes e restaurantes";"8";"0"
"834";"Idoso em situação de risco";"8";"0"
"835";"Jogos de azar";"8";"1"
"836";"Invasão em área pública";"8";"0"
"837";"Maus tratos de animais";"8";"0"
"838";"Fiscalização de comércio irregular";"8";"0"
"839";"Violência contra a mulher";"8";"0"
"840";"Prostituição";"8";"1"
"841";"Flanelinhas,guardadores de carro";"8";"1"
"842";"Atuação da polícia civil";"8";"1"
"843";"Intensificação do policiamento";"8";"0"
"844";"Animais soltos em vias públicas";"8";"0"
"845";"Corte,poda de árvore";"9";"0"
"846";"Abuso sexual contra criança ou adolescente";"8";"0"
"847";"Furto";"8";"1"
"848";"Fiscalização em área de proteção ambiental - apa";"8";"1"
"849";"Apologia as drogas";"8";"1"
"850";"Preservação da fauna e flora";"8";"0"
"851";"Ameaça de morte";"8";"1"
"852";"Invasão domiciliar";"8";"1"
"853";"Crimes contra a propriedade imaterial - pirataria";"8";"0"
"854";"Perturbação do sossego";"8";"0"
"855";"Policiamento";"8";"0"
"856";"Prostituição de menores";"8";"0"
"857";"Policiamento ostensivo";"8";"0"
"858";"Discriminação étnico-racial";"8";"0"
"859";"Roubo de veículos ";"8";"1"
"860";"Crimes pela internet";"8";"1"
"861";"Violência contra criança ou adolescente ";"8";"0"
"862";"Dificuldade em registrar boletim de ocorrência";"8";"1"
"863";"Solicitação de implantação de delegacia";"8";"0"
"864";"Falsificação de documentos";"8";"1"
"865";"Constrangimento ilegal praticado p, policial civil";"8";"1"
